sample_id,batch_number,barcode,product_name,product_category,manufacturer_name,manufacturer_address,net_quantity,unit_of_measurement,mrp_declaration,mrp_value_inr,unit_sale_price,packing_date,consumer_care_phone,consumer_care_email,country_of_origin,label_readability,compliance_status,compliance_score,risk_tier,violation_count,violated_rules,violation_descriptions
LM-GEN-00289,BN9108,8903111507523,Wheat Flour (Atta),Staples,,Survey 45/A,10kg,kg,MRP Rs. 35 (Incl. of all taxes),35,,11/2023,1800-200-5678,care@brand.com,Made in India,POOR,NON_COMPLIANT,54,HIGH,4,LM-PC-003; LM-PC-009; LM-PC-002; LM-PC-010,Incomplete address — PIN code / State missing | Unit Sale Price (USP) not declared | Manufacturer/packer name not declared | Label text readability below minimum statutory requirement (Rule 7)
LM-GEN-00290,BN6807,8908311531548,Shampoo,Personal Care,Star FMCG Corporation,"Sector 63, NOIDA, Uttar Pradesh - 201301",200ml,ml,MRP Rs. 9.5 (Incl. of all taxes),9.5,Rs. 0.095 per g,08/2024,011-23456789,contact@firm.co.in,Manufactured in India,GOOD,COMPLIANT,100,NONE,0,None,None
LM-GEN-00291,BN7477,8906009628095,Hair Conditioner,Personal Care,JR Manufacturing,"K-18, RIICO Industrial Area, Bhiwadi, Rajasthan - 301019",175kilos,kilos,MRP Rs. 200 (Incl. of all taxes),200,,05/2024,,,India,POOR,NON_COMPLIANT,52,HIGH,3,LM-PC-009; LM-PC-007; LM-PC-004,Unit Sale Price (USP) not declared | Consumer care helpline and email not provided | Non-standard unit 'kilos' used (must be SI: g/kg/ml/l/N/m)
LM-GEN-00292,BN7457,8902886415566,Butter,Dairy,,"No. 34, Anna Salai, Chennai, Tamil Nadu - 600002",100g,g,MRP Rs. 120 (Incl. of all taxes),120,Rs. 1.2 per g,03/2023,1800-123-7890,info@pack.in,,POOR,NON_COMPLIANT,70,MEDIUM,2,LM-PC-002; LM-PC-008,Manufacturer/packer name not declared | Country of Origin declaration missing
LM-GEN-00293,BN1292,8902481844963,Shaving Cream,Personal Care,Hindustan Consumer Goods,"Andheri East, MIDC, Mumbai, Maharashtra - 400093",140g,g,MRP Rs. 15 (Incl. of all taxes),15,Rs. 0.1071 per g,,1800-572-3344,grievance@goods.in,Bharat,GOOD,NON_COMPLIANT,85,LOW,1,LM-PC-006,Month and year of manufacture / packing not declared
LM-GEN-00294,BN5570,8909724032710,Extra Virgin Olive Oil,Edible Oil,,Industrial Area Phase 1,125ml,ml,MRP Rs. 499 (Incl. of all taxes),499,Rs. 3.992 per ml,06/2023,,,China,MODERATE,NON_COMPLIANT,55,HIGH,3,LM-PC-002; LM-PC-003; LM-PC-007,Manufacturer/packer name not declared | Incomplete address — PIN code / State missing | Consumer care helpline and email not provided
LM-GEN-00295,BN9411,8905245578895,Fabric Softener,Household,Sunrise Foods Pvt. Ltd.,"Plot No. 14, MIDC Industrial Area, Pune, Maharashtra - 411026",500ml,ml,MRP Rs. 450 (Incl. of all taxes),450,Rs. 2.25 per g,01/2024,1800-419-8900,consumer@product.in,Manufactured in India,GOOD,COMPLIANT,100,NONE,0,None,None
LM-GEN-00296,BN9820,8905066496099,Wheat Flour (Atta),Staples,Hindustan Consumer Goods,"Andheri East, MIDC, Mumbai, Maharashtra - 400093",10kg,kg,MRP Rs. 120 (Incl. of all taxes),120,Rs. 12.0 per kg,09/2023,1800-419-8900,consumer@product.in,China,GOOD,COMPLIANT,100,NONE,0,None,None
LM-GEN-00297,BN3691,8904615642559,Toor Dal,Pulses,Star FMCG Corporation,"Sector 63, NOIDA, Uttar Pradesh - 201301",2grms,grms,MRP Rs. 15 (Incl. of all taxes),15,,05/2024,1800-419-8900,consumer@product.in,India,MODERATE,NON_COMPLIANT,67,MEDIUM,2,LM-PC-004; LM-PC-009,Non-standard unit 'grms' used (must be SI: g/kg/ml/l/N/m) | Unit Sale Price (USP) not declared
LM-GEN-00298,BN2271,8904857365145,Toilet Cleaner,Condiments,Kerala Naturals Pvt. Ltd.,"SY 22/3, Edapally, Kochi, Kerala - 682024",1000ml,ml,MRP Rs. 200 (Incl. of all taxes),200,Rs. 0.2 per ml,05/2024,011-23456789,contact@firm.co.in,,GOOD,NON_COMPLIANT,85,LOW,1,LM-PC-008,Country of Origin declaration missing
LM-GEN-00299,BN4791,8904552181913,Drinking Water,Beverages,,No. 34,0.5l,l,MRP Rs. 550 (Incl. of all taxes),550,Rs. 1100.0 per l,05/2023,,,Bharat,GOOD,NON_COMPLIANT,55,HIGH,3,LM-PC-003; LM-PC-002; LM-PC-007,Incomplete address — PIN code / State missing | Manufacturer/packer name not declared | Consumer care helpline and email not provided
LM-GEN-00300,BN6254,8905902744734,Full Cream Milk Powder,Dairy,Disha Exports & Imports,"No. 34, Anna Salai, Chennai, Tamil Nadu - 600002",500g,g,MRP Rs. 9.5 (Incl. of all taxes),9.5,Rs. 0.019 per g,07/2024,1800-103-1234,support@company.in,Manufactured in India,GOOD,COMPLIANT,100,NONE,0,None,None
LM-GEN-00301,BN2895,8909157824615,Deodorant Spray,Beverages,,"B-12, Okhla Industrial Phase II, New Delhi - 110020",75ml,ml,MRP Rs. 850 (Incl. of all taxes),850,Rs. 11.3333 per ml,05/2024,1800-419-8900,consumer@product.in,India,GOOD,NON_COMPLIANT,85,LOW,1,LM-PC-002,Manufacturer/packer name not declared
LM-GEN-00302,BN2183,8904089707833,Protein Supplement,Health,Evergreen Manufacturing Co.,"Phase II, Industrial Zone, Ludhiana, Punjab - 141010",250g,g,MRP Rs. 25 (Incl. of all taxes),25,Rs. 0.1 per g,11/2022,1800-103-1234,support@company.in,India,GOOD,COMPLIANT,100,NONE,0,None,None
LM-GEN-00303,BN3046,8905254598519,Deodorant Spray,Personal Care,Kerala Naturals Pvt. Ltd.,"SY 22/3, Edapally, Kochi, Kerala - 682024",150ml,ml,MRP Rs. 180 (Incl. of all taxes),180,Rs. 1.2 per ml,08/2022,1800-123-7890,info@pack.in,India,POOR,COMPLIANT,100,NONE,0,None,None
LM-GEN-00304,BN5523,8902602043104,Mustard Oil,Edible Oil,Pushpak Packaging Pvt. Ltd.,"Industrial Area Phase 1, Chandigarh - 160002",1000ml,ml,MRP Rs. 75 (Incl. of all taxes),75,Rs. 0.075 per ml,12/2022,011-23456789,contact@firm.co.in,Made in India,MODERATE,COMPLIANT,100,NONE,0,None,None
LM-GEN-00305,BN1340,8907156341172,Hybrid Tomato Seeds,Pulses,Disha Exports & Imports,"No. 34, Anna Salai, Chennai, Tamil Nadu - 600002",5g,g,MRP Rs. 650 (Incl. of all taxes),650,Rs. 130.0 per g,10/2023,,,Manufactured in India,MODERATE,NON_COMPLIANT,85,LOW,1,LM-PC-007,Consumer care helpline and email not provided
LM-GEN-00306,BN1355,8906949347239,Mosquito Repellent Liquid,Household,,"SY 22/3, Edapally, Kochi, Kerala - 682024",45ml,ml,MRP Rs. 999 (Incl. of all taxes),999,Rs. 22.2 per ml,01/2023,1800-123-7890,info@pack.in,Bharat,GOOD,NON_COMPLIANT,85,LOW,1,LM-PC-002,Manufacturer/packer name not declared
LM-GEN-00307,BN1704,8901150786134,Moisturizing Cream,Personal Care,GreenLeaf Agro Industries,"Survey No. 87, Rajkot Industrial Estate, Rajkot, Gujarat - 360002",100ml,ml,MRP Rs. 30 (Incl. of all taxes),30,Rs. 0.3 per ml,04/2023,1800-419-8900,consumer@product.in,India,GOOD,COMPLIANT,100,NONE,0,None,None
LM-GEN-00308,BN7668,8907273393673,,Spices,GreenLeaf Agro Industries,"Survey No. 87, Rajkot Industrial Estate, Rajkot, Gujarat - 360002",200g,g,MRP Rs. 1199 (Incl. of all taxes),1199,Rs. 5.995 per g,,1800-419-8900,consumer@product.in,,POOR,NON_COMPLIANT,37,CRITICAL,4,LM-PC-006; LM-PC-001; LM-PC-010; LM-PC-008,Month and year of manufacture / packing not declared | Missing product/commodity name on label | Label text readability below minimum statutory requirement (Rule 7) | Country of Origin declaration missing
LM-GEN-00309,BN9697,8901820384916,Talcum Powder,Personal Care,MP Agro Industries,"Pologround Industrial Area, Indore, Madhya Pradesh - 452015",100g,g,MRP Rs. 999,999,Rs. 9.99 per g,,1800-572-3344,grievance@goods.in,India,MODERATE,NON_COMPLIANT,60,MEDIUM,2,LM-PC-005; LM-PC-006,MRP missing mandatory phrase 'inclusive of all taxes' | Month and year of manufacture / packing not declared
LM-GEN-00310,BN3605,8909990683544,Lip Balm,Personal Care,GreenLeaf Agro Industries,Survey No. 87,2g,g,MRP Rs. 450 (Incl. of all taxes),450,,04/2023,1800-200-5678,care@brand.com,India,MODERATE,NON_COMPLIANT,77,MEDIUM,2,LM-PC-003; LM-PC-009,Incomplete address — PIN code / State missing | Unit Sale Price (USP) not declared
LM-GEN-00311,BN3407,8904369075543,Mustard Oil,Agriculture,JR Manufacturing,"K-18, RIICO Industrial Area, Bhiwadi, Rajasthan - 301019",500ml,ml,MRP Rs. 299 (Incl. of all taxes),299,Rs. 0.598 per ml,,1800-572-3344,grievance@goods.in,Manufactured in India,POOR,NON_COMPLIANT,85,LOW,1,LM-PC-006,Month and year of manufacture / packing not declared
LM-GEN-00312,BN2524,8901609520188,Tomato Ketchup,Condiments,,"Industrial Area Phase 1, Chandigarh - 160002",250g,g,MRP Rs. 750 (Incl. of all taxes),750,Rs. 3.0 per g,03/2024,1800-890-0011,help@business.co.in,Bharat,GOOD,NON_COMPLIANT,85,LOW,1,LM-PC-002,Manufacturer/packer name not declared
LM-GEN-00313,BN1534,8908516289392,Ayurvedic Churan,Health,,"Near Water Tank, Sikar Road, Jaipur, Rajasthan - 302023",50g,g,MRP Rs. 50,50,Rs. 1.0 per g,11/2022,1800-572-3344,grievance@goods.in,India,GOOD,NON_COMPLIANT,60,MEDIUM,2,LM-PC-005; LM-PC-002,MRP missing mandatory phrase 'inclusive of all taxes' | Manufacturer/packer name not declared
LM-GEN-00314,BN5479,8905416436472,Digestive Tablets,Health,Prime Industries Ltd.,"Survey 45/A, Vatva GIDC, Ahmedabad, Gujarat - 382445",60N,N,MRP Rs. 20 (Incl. of all taxes),20,Rs. 0.3333 per N,,1800-200-5678,care@brand.com,India,POOR,NON_COMPLIANT,77,MEDIUM,2,LM-PC-006; LM-PC-010,Month and year of manufacture / packing not declared | Label text readability below minimum statutory requirement (Rule 7)
LM-GEN-00315,BN2431,8901126015519,Fabric Softener,Household,JR Manufacturing,"K-18, RIICO Industrial Area, Bhiwadi, Rajasthan - 301019",500ml,ml,MRP Rs. 180,180,Rs. 0.36 per ml,,1800-572-3344,grievance@goods.in,Made in India,MODERATE,NON_COMPLIANT,60,MEDIUM,2,LM-PC-005; LM-PC-006,MRP missing mandatory phrase 'inclusive of all taxes' | Month and year of manufacture / packing not declared
LM-GEN-00316,BN2234,8902809515400,Rock Salt,Staples,Star FMCG Corporation,"Sector 63, NOIDA, Uttar Pradesh - 201301",250g,g,MRP Rs. 180 (Incl. of all taxes),180,Rs. 0.72 per g,02/2024,011-23456789,contact@firm.co.in,India,MODERATE,COMPLIANT,100,NONE,0,None,None
LM-GEN-00317,BN8502,8909243752300,Shaving Cream,Personal Care,Hindustan Consumer Goods,Andheri East,35g,g,MRP Rs. 50 (Incl. of all taxes),50,,,,,China,GOOD,NON_COMPLIANT,47,HIGH,4,LM-PC-003; LM-PC-006; LM-PC-007; LM-PC-009,Incomplete address — PIN code / State missing | Month and year of manufacture / packing not declared | Consumer care helpline and email not provided | Unit Sale Price (USP) not declared
LM-GEN-00318,BN1388,8901056795399,Butter,Dairy,,"Survey 45/A, Vatva GIDC, Ahmedabad, Gujarat - 382445",50g,g,MRP Rs. 150,150,Rs. 3.0 per g,03/2024,1800-572-3344,grievance@goods.in,Bharat,GOOD,NON_COMPLIANT,60,MEDIUM,2,LM-PC-002; LM-PC-005,Manufacturer/packer name not declared | MRP missing mandatory phrase 'inclusive of all taxes'
LM-GEN-00319,BN3798,8909169316520,Extra Virgin Olive Oil,Edible Oil,,"Andheri East, MIDC, Mumbai, Maharashtra - 400093",500grm,grm,MRP Rs. 30,30,Rs. 0.06 per ml,,1800-572-3344,grievance@goods.in,Made in India,POOR,NON_COMPLIANT,20,CRITICAL,4,LM-PC-004; LM-PC-006; LM-PC-002; LM-PC-005,Non-standard unit 'grm' used (must be SI: g/kg/ml/l/N/m) | Month and year of manufacture / packing not declared | Manufacturer/packer name not declared | MRP missing mandatory phrase 'inclusive of all taxes'
LM-GEN-00320,BN5283,8907044396454,Toothpaste,Personal Care,Apex Consumer Products,"No. 7, 3rd Cross, Peenya Industrial Area, Bengaluru, Karnataka - 560058",100g,g,MRP Rs. 999 (Incl. of all taxes),999,Rs. 9.99 per g,09/2023,1800-200-5678,care@brand.com,Bangladesh,GOOD,COMPLIANT,100,NONE,0,None,None
LM-GEN-00321,BN9302,8905881566780,Talcum Powder,Personal Care,Star FMCG Corporation,"Sector 63, NOIDA, Uttar Pradesh - 201301",200g,g,MRP Rs. 1199,1199,,10/2023,1800-103-1234,support@company.in,,POOR,NON_COMPLIANT,44,HIGH,4,LM-PC-005; LM-PC-008; LM-PC-009; LM-PC-010,MRP missing mandatory phrase 'inclusive of all taxes' | Country of Origin declaration missing | Unit Sale Price (USP) not declared | Label text readability below minimum statutory requirement (Rule 7)
LM-GEN-00322,BN9164,8902992164649,Refined Sunflower Oil,Agriculture,Pushpak Packaging Pvt. Ltd.,"Industrial Area Phase 1, Chandigarh - 160002",1l,l,MRP Rs. 25 (Incl. of all taxes),25,,02/2023,1800-890-0011,help@business.co.in,India,POOR,NON_COMPLIANT,92,LOW,1,LM-PC-009,Unit Sale Price (USP) not declared
LM-GEN-00323,BN3926,8903964506858,Bathing Soap,Personal Care,Royal Produce Pvt. Ltd.,"NH-44 Bypass Road, Hyderabad, Telangana - 500072",125g,g,MRP Rs. 299 (Incl. of all taxes),299,Rs. 2.392 per g,08/2024,1800-419-8900,consumer@product.in,USA,MODERATE,COMPLIANT,100,NONE,0,None,None
LM-GEN-00324,BN5595,8903386860032,Garam Masala,Spices,Disha Exports & Imports,"No. 34, Anna Salai, Chennai, Tamil Nadu - 600002",100g,g,MRP Rs. 50 (Incl. of all taxes),50,Rs. 0.05 per g,04/2022,1800-572-3344,grievance@goods.in,USA,MODERATE,COMPLIANT,100,NONE,0,None,None
LM-GEN-00325,BN4934,8905296652409,Namkeen Mix,Snacks & Bakery,National Packaged Goods Ltd.,B-12,125g,g,MRP Rs. 9.5 (Incl. of all taxes),9.5,Rs. 0.076 per g,03/2023,1800-890-0011,help@business.co.in,USA,GOOD,NON_COMPLIANT,85,LOW,1,LM-PC-003,Incomplete address — PIN code / State missing
LM-GEN-00326,BN1804,8905244279579,Talcum Powder,Personal Care,Agro Vision Industries,"Kumbargaon MIDC, Ahmednagar, Maharashtra - 414003",200g,g,MRP Rs. 120,120,Rs. 0.6 per g,,,,India,POOR,NON_COMPLIANT,37,CRITICAL,4,LM-PC-006; LM-PC-010; LM-PC-005; LM-PC-007,Month and year of manufacture / packing not declared | Label text readability below minimum statutory requirement (Rule 7) | MRP missing mandatory phrase 'inclusive of all taxes' | Consumer care helpline and email not provided
LM-GEN-00327,BN9049,8903863682122,Ayurvedic Churan,Health,Disha Exports & Imports,"No. 34, Anna Salai, Chennai, Tamil Nadu - 600002",100g,g,MRP Rs. 250 (Incl. of all taxes),250,Rs. 2.5 per g,01/2022,1800-200-5678,care@brand.com,India,GOOD,COMPLIANT,100,NONE,0,None,None
LM-GEN-00328,BN5378,8908433642367,,Beverages,,"Near Water Tank, Sikar Road, Jaipur, Rajasthan - 302023",250g,g,MRP Rs. 50 (Incl. of all taxes),50,Rs. 0.2 per g,03/2024,1800-419-8900,consumer@product.in,,GOOD,NON_COMPLIANT,45,HIGH,3,LM-PC-002; LM-PC-001; LM-PC-008,Manufacturer/packer name not declared | Missing product/commodity name on label | Country of Origin declaration missing
LM-GEN-00329,BN9506,8908058983726,Glucose Powder,Health,JR Manufacturing,"K-18, RIICO Industrial Area, Bhiwadi, Rajasthan - 301019",100g,g,MRP Rs. 750 (Incl. of all taxes),750,Rs. 7.5 per g,,1800-890-0011,help@business.co.in,Bharat,POOR,NON_COMPLIANT,77,MEDIUM,2,LM-PC-006; LM-PC-010,Month and year of manufacture / packing not declared | Label text readability below minimum statutory requirement (Rule 7)
LM-GEN-00330,BN4047,8906969881872,Fruit Jam,Condiments,Bharat Organic Farms,"Village Narsingpur, Tehsil Harda, Madhya Pradesh - 461331",500g,g,MRP Rs. 30 (Incl. of all taxes),30,Rs. 15.0 per kg,06/2022,011-23456789,contact@firm.co.in,China,GOOD,COMPLIANT,100,NONE,0,None,None
LM-GEN-00331,BN3767,8903010514920,Turmeric Powder,Agriculture,Kerala Naturals Pvt. Ltd.,SY 22/3,200g,g,MRP Rs. 650 (Incl. of all taxes),650,Rs. 3.25 per g,11/2023,1800-123-7890,info@pack.in,Made in India,GOOD,NON_COMPLIANT,85,LOW,1,LM-PC-003,Incomplete address — PIN code / State missing
LM-GEN-00332,BN3335,8909344338191,Namkeen Mix,Snacks & Bakery,,Pologround Industrial Area,500g,g,MRP Rs. 650 (Incl. of all taxes),650,,08/2023,1800-200-5678,care@brand.com,India,POOR,NON_COMPLIANT,54,HIGH,4,LM-PC-002; LM-PC-003; LM-PC-009; LM-PC-010,Manufacturer/packer name not declared | Incomplete address — PIN code / State missing | Unit Sale Price (USP) not declared | Label text readability below minimum statutory requirement (Rule 7)
LM-GEN-00333,BN9328,8908475817743,,Staples,Disha Exports & Imports,"No. 34, Anna Salai, Chennai, Tamil Nadu - 600002",0.5kg,kg,MRP Rs. 399,399,Rs. 798.0 per kg,08/2024,1800-572-3344,grievance@goods.in,,MODERATE,NON_COMPLIANT,35,CRITICAL,3,LM-PC-001; LM-PC-005; LM-PC-008,Missing product/commodity name on label | MRP missing mandatory phrase 'inclusive of all taxes' | Country of Origin declaration missing
LM-GEN-00334,BN6325,8902901908394,Full Cream Milk Powder,Dairy,Disha Exports & Imports,"No. 34, Anna Salai, Chennai, Tamil Nadu - 600002",250g,g,MRP Rs. 850 (Incl. of all taxes),850,Rs. 3.4 per g,04/2023,1800-103-1234,support@company.in,Bharat,GOOD,COMPLIANT,100,NONE,0,None,None
LM-GEN-00335,BN1903,8901556225007,Shampoo,Snacks & Bakery,Pushpak Packaging Pvt. Ltd.,"Industrial Area Phase 1, Chandigarh - 160002",400ml,ml,MRP Rs. 99 (Incl. of all taxes),99,Rs. 0.2475 per ml,05/2022,,,India,MODERATE,NON_COMPLIANT,85,LOW,1,LM-PC-007,Consumer care helpline and email not provided
LM-GEN-00336,BN2100,8907609428298,Mosquito Repellent Liquid,Household,Agro Vision Industries,"Kumbargaon MIDC, Ahmednagar, Maharashtra - 414003",90ml,ml,MRP Rs. 450 (Incl. of all taxes),450,Rs. 5.0 per ml,02/2022,1800-572-3344,grievance@goods.in,India,MODERATE,COMPLIANT,100,NONE,0,None,None
LM-GEN-00337,BN3777,8909880025073,Face Wash,Stationery,Bengal Foods International,"Park Circus, Kolkata, West Bengal - 700017",200ml,ml,MRP Rs. 850 (Incl. of all taxes),850,Rs. 4.25 per ml,09/2023,1800-572-3344,grievance@goods.in,,GOOD,NON_COMPLIANT,85,LOW,1,LM-PC-008,Country of Origin declaration missing
LM-GEN-00338,BN8057,8901776073618,,Stationery,Odisha Produce Ltd.,"Chandaka Industrial Estate, Bhubaneswar, Odisha - 751024",20N,N,MRP Rs. 75,75,Rs. 3.75 per N,08/2023,1800-572-3344,grievance@goods.in,India,GOOD,NON_COMPLIANT,50,HIGH,2,LM-PC-001; LM-PC-005,Missing product/commodity name on label | MRP missing mandatory phrase 'inclusive of all taxes'
LM-GEN-00339,BN8539,8901038463991,Plain Biscuits,Edible Oil,Evergreen Manufacturing Co.,"Phase II, Industrial Zone, Ludhiana, Punjab - 141010",100g,g,MRP Rs. 99 (Incl. of all taxes),99,Rs. 0.99 per g,08/2022,,,India,MODERATE,NON_COMPLIANT,85,LOW,1,LM-PC-007,Consumer care helpline and email not provided
LM-GEN-00340,BN8294,8904616260601,Namkeen Mix,Snacks & Bakery,JR Manufacturing,K-18,250g,g,MRP Rs. 999 (Incl. of all taxes),999,Rs. 3.996 per g,02/2024,011-23456789,contact@firm.co.in,India,POOR,NON_COMPLIANT,85,LOW,1,LM-PC-003,Incomplete address — PIN code / State missing
LM-GEN-00341,BN5052,8903727477863,Sunscreen Lotion,Personal Care,National Packaged Goods Ltd.,"B-12, Okhla Industrial Phase II, New Delhi - 110020",100Gms,Gms,MRP Rs. 180 (Incl. of all taxes),180,,01/2024,1800-419-8900,consumer@product.in,India,GOOD,NON_COMPLIANT,67,MEDIUM,2,LM-PC-004; LM-PC-009,Non-standard unit 'Gms' used (must be SI: g/kg/ml/l/N/m) | Unit Sale Price (USP) not declared
LM-GEN-00342,BN4949,8902141405260,Sugar,Staples,Kerala Naturals Pvt. Ltd.,"SY 22/3, Edapally, Kochi, Kerala - 682024",0.5gms,gms,MRP Rs. 30 (Incl. of all taxes),30,Rs. 60.0 per kg,07/2024,1800-890-0011,help@business.co.in,India,POOR,NON_COMPLIANT,67,MEDIUM,2,LM-PC-010; LM-PC-004,Label text readability below minimum statutory requirement (Rule 7) | Non-standard unit 'gms' used (must be SI: g/kg/ml/l/N/m)
LM-GEN-00343,BN7136,8905568129018,Toothbrush,Personal Care,Apex Consumer Products,"No. 7, 3rd Cross, Peenya Industrial Area, Bengaluru, Karnataka - 560058",1N,N,MRP Rs. 1199 (Incl. of all taxes),1199,Rs. 1.199 per g,01/2022,1800-572-3344,grievance@goods.in,USA,MODERATE,COMPLIANT,100,NONE,0,None,None
LM-GEN-00344,BN1237,8905107703814,Chana Dal,Pulses,Royal Produce Pvt. Ltd.,"NH-44 Bypass Road, Hyderabad, Telangana - 500072",500lts,lts,MRP Rs. 99 (Incl. of all taxes),99,,,1800-200-5678,care@brand.com,Germany,POOR,NON_COMPLIANT,52,HIGH,3,LM-PC-004; LM-PC-006; LM-PC-009,Non-standard unit 'lts' used (must be SI: g/kg/ml/l/N/m) | Month and year of manufacture / packing not declared | Unit Sale Price (USP) not declared
LM-GEN-00345,BN3346,8905067848337,Instant Noodles,Snacks & Bakery,Bengal Foods International,"Park Circus, Kolkata, West Bengal - 700017",70g,g,MRP Rs. 1499 (Incl. of all taxes),1499,Rs. 21.4143 per g,06/2022,011-23456789,contact@firm.co.in,Bangladesh,GOOD,COMPLIANT,100,NONE,0,None,None
LM-GEN-00346,BN9062,8907127925729,Face Wash,Personal Care,MP Agro Industries,"Pologround Industrial Area, Indore, Madhya Pradesh - 452015",100ml,ml,MRP Rs. 1499 (Incl. of all taxes),1499,Rs. 14.99 per ml,05/2024,,,India,GOOD,NON_COMPLIANT,85,LOW,1,LM-PC-007,Consumer care helpline and email not provided
LM-GEN-00347,BN1036,8901885792836,Full Cream Milk Powder,Beverages,Agro Vision Industries,"Kumbargaon MIDC, Ahmednagar, Maharashtra - 414003",500g,g,MRP Rs. 850,850,Rs. 1.7 per g,09/2022,1800-890-0011,help@business.co.in,India,GOOD,NON_COMPLIANT,75,MEDIUM,1,LM-PC-005,MRP missing mandatory phrase 'inclusive of all taxes'
LM-GEN-00348,BN2419,8903051154225,Curd (Dahi),Dairy,Apex Consumer Products,"No. 7, 3rd Cross, Peenya Industrial Area, Bengaluru, Karnataka - 560058",800g,g,MRP Rs. 999 (Incl. of all taxes),999,Rs. 1.2488 per g,08/2022,1800-103-1234,support@company.in,Manufactured in India,MODERATE,COMPLIANT,100,NONE,0,None,None
LM-GEN-00349,BN4586,8905478501391,Eraser,Personal Care,Kerala Naturals Pvt. Ltd.,"SY 22/3, Edapally, Kochi, Kerala - 682024",10N,N,MRP Rs. 450 (Incl. of all taxes),450,Rs. 45.0 per N,02/2024,,,Manufactured in India,MODERATE,NON_COMPLIANT,85,LOW,1,LM-PC-007,Consumer care helpline and email not provided
LM-GEN-00350,BN6097,8907490979450,Digestive Tablets,Health,Apex Consumer Products,"No. 7, 3rd Cross, Peenya Industrial Area, Bengaluru, Karnataka - 560058",30N,N,MRP Rs. 499 (Incl. of all taxes),499,Rs. 16.6333 per N,03/2023,,,India,MODERATE,NON_COMPLIANT,85,LOW,1,LM-PC-007,Consumer care helpline and email not provided
LM-GEN-00351,BN7732,8903097283127,Deodorant Spray,Personal Care,Disha Exports & Imports,"No. 34, Anna Salai, Chennai, Tamil Nadu - 600002",300ml,ml,MRP Rs. 50 (Incl. of all taxes),50,,07/2024,1800-123-7890,info@pack.in,,MODERATE,NON_COMPLIANT,77,MEDIUM,2,LM-PC-008; LM-PC-009,Country of Origin declaration missing | Unit Sale Price (USP) not declared
LM-GEN-00352,BN5818,8901866592899,Bathing Soap,Personal Care,Apex Consumer Products,"No. 7, 3rd Cross, Peenya Industrial Area, Bengaluru, Karnataka - 560058",62.5g,g,MRP Rs. 1499,1499,Rs. 23.984 per g,,,,India,MODERATE,NON_COMPLIANT,45,HIGH,3,LM-PC-007; LM-PC-005; LM-PC-006,Consumer care helpline and email not provided | MRP missing mandatory phrase 'inclusive of all taxes' | Month and year of manufacture / packing not declared
LM-GEN-00353,BN3793,8902905617972,,Beverages,JR Manufacturing,"K-18, RIICO Industrial Area, Bhiwadi, Rajasthan - 301019",0.5l,l,MRP Rs. 650 (Incl. of all taxes),650,Rs. 1300.0 per l,,,,,GOOD,NON_COMPLIANT,30,CRITICAL,4,LM-PC-007; LM-PC-001; LM-PC-008; LM-PC-006,Consumer care helpline and email not provided | Missing product/commodity name on label | Country of Origin declaration missing | Month and year of manufacture / packing not declared
LM-GEN-00354,BN8645,8907761836516,Floor Cleaner,Household,National Packaged Goods Ltd.,"B-12, Okhla Industrial Phase II, New Delhi - 110020",0.5l,l,MRP Rs. 650 (Incl. of all taxes),650,Rs. 1300.0 per l,06/2022,1800-419-8900,consumer@product.in,India,GOOD,COMPLIANT,100,NONE,0,None,None
LM-GEN-00355,BN5830,8905233348016,Moong Dal,Pulses,Evergreen Manufacturing Co.,"Phase II, Industrial Zone, Ludhiana, Punjab - 141010",500g,g,MRP Rs. 1199 (Incl. of all taxes),1199,Rs. 2.398 per g,05/2022,1800-123-7890,info@pack.in,,GOOD,NON_COMPLIANT,85,LOW,1,LM-PC-008,Country of Origin declaration missing
LM-GEN-00356,BN6800,8902298115953,Carbonated Soft Drink,Beverages,Star FMCG Corporation,"Sector 63, NOIDA, Uttar Pradesh - 201301",500ml,ml,MRP Rs. 30 (Incl. of all taxes),30,Rs. 0.12 per g,06/2023,1800-572-3344,grievance@goods.in,India,GOOD,COMPLIANT,100,NONE,0,None,None
LM-GEN-00357,BN1067,8907345427637,,Personal Care,Odisha Produce Ltd.,"Chandaka Industrial Estate, Bhubaneswar, Odisha - 751024",4g,g,MRP Rs. 200,200,Rs. 50.0 per g,11/2023,1800-200-5678,care@brand.com,India,POOR,NON_COMPLIANT,50,HIGH,2,LM-PC-001; LM-PC-005,Missing product/commodity name on label | MRP missing mandatory phrase 'inclusive of all taxes'
LM-GEN-00358,BN8141,8909895064023,Turmeric Powder,Personal Care,Disha Exports & Imports,"No. 34, Anna Salai, Chennai, Tamil Nadu - 600002",400g,g,MRP Rs. 1499 (Incl. of all taxes),1499,Rs. 3.7475 per g,02/2022,1800-103-1234,support@company.in,India,POOR,NON_COMPLIANT,92,LOW,1,LM-PC-010,Label text readability below minimum statutory requirement (Rule 7)
LM-GEN-00359,BN3346,8906059588323,Shampoo,Household,Apex Consumer Products,"No. 7, 3rd Cross, Peenya Industrial Area, Bengaluru, Karnataka - 560058",100ml,ml,MRP Rs. 75 (Incl. of all taxes),75,,08/2022,1800-890-0011,help@business.co.in,China,GOOD,NON_COMPLIANT,92,LOW,1,LM-PC-009,Unit Sale Price (USP) not declared
